1, 33.1
2, 44.52
3, 45.97
4, 45.82
5, 46.57
6, 48.73
7, 55.16
8, 54.25
9, 54.92
10, 55.87
11, 55.22
12, 54.57
13, 55.81
14, 55
15, 55.08
16, 55.34
17, 55.87
18, 57.27
19, 61.02
20, 62.14
21, 62.49
22, 63.49
23, 63
24, 62.28
25, 61.23
26, 62.49
27, 63.34
28, 63.35
29, 62.82
30, 63.05
31, 62.81
32, 62.8
33, 63.74
34, 62.99
35, 62.83
36, 62.09
37, 63.71
38, 63.13
39, 63.5
40, 64.05
41, 63.09
42, 64.01
43, 64.15
44, 63.72
45, 66.99
46, 67.2
47, 68.8
48, 68.16
49, 68.45
50, 64.84
51, 68.37
52, 69.47
53, 67.03
54, 69.12
55, 69.82
56, 68.69
57, 68.56
58, 67.62
59, 68.95
60, 69.5
61, 69.15
62, 68.39
63, 65.2
64, 72.01
65, 68.81
66, 69.31
67, 71.42
68, 68.34
69, 69.9
70, 69.81
71, 70.83
72, 71.99
73, 71.39
74, 74.23
75, 72.03
76, 72.55
77, 71.77
78, 72.58
79, 72.52
80, 73.25
81, 71.56
82, 72.72
83, 73.89
84, 75.58
85, 72.15
86, 74.38
87, 76.08
88, 71.52
89, 73.95
90, 74.03
91, 73.98
92, 73.78
93, 71.42
94, 74.33
95, 72.41
96, 76.05
97, 74.3
98, 72.98
99, 75.06
100, 72.47
101, 73.99
102, 73.33
103, 74.33
104, 73.58
105, 74.29
106, 74.13
107, 74.36
108, 72.01
109, 71.65
110, 74.36
111, 73.75
112, 74.75
113, 71.67
114, 71.93
115, 72.45
116, 74.09
117, 73.86
118, 71.97
119, 72.24
120, 74.83
121, 72.06
122, 72.58
123, 74.46
124, 74.64
125, 74.71
