
0, 0, 0.397743
0, 1, -0.576889
0, 2, -0.654166
0, 3, -1
0, 4, 0.630103
0, 5, -0.235007
0, 6, 0.7244
0, 7, -0.600034
0, 8, 0.428247
0, 9, 0.0688541
0, 10, 0.099971
0, 11, 0.720132
0, 12, 0.497744
0, 13, 0.0376808
0, 14, -0.925892
0, 15, -1
0, 16, -0.576887
0, 17, 0.099975
0, 18, 0.367204
0, 19, -0.576886
0, 20, -1
0, 21, -0.198785
0, 22, -0.23047
0, 23, -0.235001
0, 24, -0.266756
0, 25, -1
0, 26, -0.925891
0, 27, 0.690199
0, 28, -1
0, 29, 0.0999817
0, 30, 0.0999823
0, 31, 0.305932
0, 32, 0.720157
0, 33, -0.194259
0, 34, -0.234998
0, 35, 0.340982
0, 36, 0.720162
0, 37, -0.572258
0, 38, -1
0, 39, -0.234996
0, 40, 0.310324
0, 41, -0.230464
0, 42, -0.5353
0, 43, -0.230463
0, 44, 0.428278
0, 45, -0.92589
0, 46, -0.234994
0, 47, -1
0, 48, 0.428282
0, 49, -0.957363
0, 50, -0.92589
0, 51, 0.630154
0, 52, -0.958983
0, 53, 0.0688779
0, 54, -1
0, 55, 0.0421599
0, 56, 0.170902
0, 57, -1
0, 58, -0.92589
0, 59, -0.828564
0, 60, 0.0377051
0, 61, -0.234989
0, 62, 0.784191
0, 63, -0.572255
0, 64, -1
0, 65, -0.503025
0, 66, 0.415233
0, 67, 0.0822288
0, 68, -0.266743
0, 69, 0.100004
0, 70, 0.463086
0, 71, -0.92589
0, 72, -1
0, 73, 0.750104
0, 74, 0.135498
0, 75, -0.26674
0, 76, -1
0, 77, 0.428307
0, 78, -0.486144
0, 79, 0.630184
0, 80, 0.463095
0, 81, 0.104452
0, 82, -0.234982
0, 83, 0.750116
0, 84, -1
0, 85, -0.925889
0, 86, -0.925889
0, 87, 0.100015
0, 88, -0.0248127
0, 89, -1
0, 90, -0.789475
0, 91, 0.135509
0, 92, 0.100017
0, 93, -0.234979
0, 94, -0.51838
0, 95, -0.60929
0, 96, 0.569902
0, 97, 0.139943
0, 98, 0.690281
0, 99, -1
1, 0, -0.850495
1, 1, 0.402101
1, 2, -0.806626
1, 3, 0.690167
1, 4, 0.184127
1, 5, -0.266763
1, 6, -0.56764
1, 7, 0.324904
1, 8, -1
1, 9, 0.179711
1, 10, -0.888151
1, 11, 0.536698
1, 12, -0.958984
1, 13, -0.609301
1, 14, -0.530692
1, 15, -0.990518
1, 16, 0.139893
1, 17, -0.503035
1, 18, -0.235004
1, 19, -0.262219
1, 20, -0.247093
1, 21, 0.82241
1, 22, -0.914832
1, 23, 0.911368
1, 24, -0.641776
1, 25, 0.600002
1, 26, 0.830909
1, 27, 0.822418
1, 28, -0.535303
1, 29, 0.750045
1, 30, 0.690198
1, 31, -0.584597
1, 32, -0.57226
1, 33, 0.336601
1, 34, -0.845792
1, 35, 0.342438
1, 36, -0.850493
1, 37, -0.88815
1, 38, 0.784156
1, 39, -0.995259
1, 40, 0.798345
1, 41, -0.621662
1, 42, 0.707334
1, 43, 0.627275
1, 44, -0.925891
1, 45, 0.724442
1, 46, 0.170893
1, 47, 0.367224
1, 48, -0.925891
1, 49, 0.71162
1, 50, -0.697593
1, 51, -0.516851
1, 52, 0.566977
1, 53, -0.539914
1, 54, 0.784176
1, 55, -0.764468
1, 56, -0.995258
1, 57, 0.724457
1, 58, 0.310335
1, 59, -0.421816
1, 60, 0.532422
1, 61, 0.0688802
1, 62, -0.850492
1, 63, -0.924273
1, 64, -0.31677
1, 65, -0.995258
1, 66, 0.148781
1, 67, -1
1, 68, -0.57688
1, 69, -0.888149
1, 70, -0.16263
1, 71, 0.441352
1, 72, 0.0763004
1, 73, -0.526069
1, 74, 0.0525638
1, 75, -0.530682
1, 76, -0.535295
1, 77, 0.788463
1, 78, -0.657214
1, 79, -0.808227
1, 80, 0.57132
1, 81, -0.877114
1, 82, -0.225921
1, 83, -0.266739
1, 84, -0.812917
1, 85, -0.257659
1, 86, -0.888148
1, 87, 0.690264
1, 88, -0.957362
1, 89, 0.694549
1, 90, 0.941046
1, 91, -0.924272
1, 92, -0.503021
1, 93, -0.995257
1, 94, 0.999979
1, 95, -0.266736
1, 96, 0.898793
1, 97, -0.83948
1, 98, 0.397822
1, 99, -0.752037
2, 0, -0.925892
2, 1, -0.57689
2, 2, -0.496898
2, 3, -0.503038
2, 4, 0.00643805
2, 5, 0.788367
2, 6, -0.0472437
2, 7, -0.177702
2, 8, 0.402104
2, 9, -0.576889
2, 10, 0.750017
2, 11, -0.925892
2, 12, -0.888151
2, 13, -0.637134
2, 14, 0.113286
2, 15, -1
2, 16, 0.579878
2, 17, -0.235006
2, 18, 0.569815
2, 19, 0.336587
2, 20, -0.850494
2, 21, -0.198787
2, 22, 0.397756
2, 23, -0.353258
2, 24, -0.921169
2, 25, -1
2, 26, 0.660182
2, 27, -1
2, 28, 0.703035
2, 29, 0.0999774
2, 30, 0.720146
2, 31, -0.954252
2, 32, 0.135469
2, 33, 0.0109181
2, 34, -1
2, 35, -0.962096
2, 36, -0.992141
2, 37, -0.234999
2, 38, 0.104423
2, 39, 0.660196
2, 40, -0.0906014
2, 41, -1
2, 42, 0.41085
2, 43, 0.0822114
2, 44, -0.576884
2, 45, -1
2, 46, -0.50303
2, 47, -0.952632
2, 48, -0.262211
2, 49, -1
2, 50, 0.0822153
2, 51, 0.0688727
2, 52, 0.0999904
2, 53, -0.609296
2, 54, 0.415217
2, 55, 0.241496
2, 56, -0.429499
2, 57, 0.0999933
2, 58, 0.0377001
2, 59, -0.635581
2, 60, -1
2, 61, 0.0999955
2, 62, -1
2, 63, -0.604661
2, 64, 0.582802
2, 65, -0.990517
2, 66, -0.772308
2, 67, -0.848882
2, 68, -0.609294
2, 69, 0.428293
2, 70, 0.100001
2, 71, 0.703085
2, 72, 0.55692
2, 73, -0.64177
2, 74, -0.924273
2, 75, -0.944792
2, 76, -0.609293
2, 77, 0.0688867
2, 78, -0.962094
2, 79, -0.298558
2, 80, 0.397804
2, 81, 0.0688889
2, 82, -0.84109
2, 83, -1
2, 84, -0.0561732
2, 85, 0.037714
2, 86, -0.234983
2, 87, 0.0688921
2, 88, -0.032236
2, 89, -1
2, 90, 0.025824
