1, 19.96
2, 26.24
3, 26.56
4, 35.91
5, 35.78
6, 30.61
7, 30.16
8, 37.41
9, 31.7
10, 30.98
11, 29.29
12, 43.73
13, 44.54
14, 29.51
15, 46.35
16, 42.55
17, 39.17
18, 49.73
19, 40.4
20, 43.29
21, 43.05
22, 43.48
23, 41.97
24, 35.39
25, 43.27
26, 48.35
27, 47.12
28, 44.07
29, 45.05
30, 55.79
31, 49.43
32, 56.63
33, 56.45
34, 56.58
35, 55.39
36, 56.66
37, 49.83
38, 51.31
39, 50.01
40, 55.53
41, 50.93
42, 58.83
43, 58.34
44, 59.21
45, 56.2
46, 58.79
47, 65.41
48, 55.59
49, 64.53
50, 64.69
51, 62.79
52, 57.07
53, 65.68
54, 60.23
55, 54.6
56, 65.31
57, 54.66
58, 58.83
59, 63.42
60, 61.81
61, 71.87
62, 73.44
63, 58.58
64, 58.67
65, 71.26
66, 68.54
67, 61.7
68, 62.85
69, 62.53
70, 61.91
71, 62.13
72, 67.39
73, 65.1
74, 61.58
75, 66.95
76, 64.53
77, 51.66
78, 71.04
79, 72.88
80, 63.33
81, 68.01
82, 68.51
83, 67.98
84, 65.7
85, 65.71
86, 69.48
87, 69.84
88, 75.94
89, 74.91
90, 65.46
91, 73.28
92, 68.06
93, 64.38
94, 73.9
95, 66.33
96, 69.36
97, 61.85
98, 72.57
99, 70.75
100, 61.76
101, 72.27
102, 73.24
103, 70.37
104, 63.68
105, 72.28
106, 67.36
107, 68.59
108, 63.47
109, 73.44
110, 76.16
111, 73.95
112, 68.6
113, 67.3
114, 68.87
115, 73.98
116, 68.04
117, 68.92
118, 67.42
119, 74.82
120, 66.16
121, 64.76
122, 68.23
123, 73.66
124, 76.24
125, 54.68
1, 54.68
2, 54.68
3, 54.68
