
0, 0, -1
0, 1, -1
0, 2, -1
0, 3, -1
0, 4, -1
0, 5, -1
0, 6, -1
0, 7, -1
0, 8, 0.999759
0, 9, 0.696209
0, 10, -1
0, 11, 0.397196
0, 12, 0.999769
0, 13, -1
0, 14, -1
0, 15, -1
0, 16, -1
0, 17, -1
0, 18, 0.999784
0, 19, -1
0, 20, -1
0, 21, 0.21862
0, 22, -0.0268874
0, 23, -1
0, 24, 0.0534632
0, 25, -1
0, 26, -1
0, 27, 0.999807
0, 28, -1
0, 29, 0.133857
0, 30, 0.96853
0, 31, 0.316875
0, 32, -1
0, 33, -1
0, 34, -1
0, 35, -1
0, 36, -1
0, 37, -1
0, 38, -1
0, 39, 0.999838
0, 40, 0.254392
0, 41, -1
0, 42, -1
0, 43, -0.084903
0, 44, 0.946286
0, 45, -1
0, 46, 0.999856
0, 47, -1
0, 48, 0.312433
0, 49, -1
0, 50, -1
0, 51, 0.865955
0, 52, -1
0, 53, 0.0445603
0, 54, -1
0, 55, 0.598092
0, 56, 0.526671
0, 57, -1
0, 58, -1
0, 59, -1
0, 60, 0.999891
0, 61, 0.263304
0, 62, -1
0, 63, -1
0, 64, -1
0, 65, -1
0, 66, 0.941876
0, 67, 0.968662
0, 68, 0.999912
0, 69, 0.5133
0, 70, 0.821358
0, 71, -1
0, 72, -1
0, 73, 0.678516
0, 74, 0.00440114
0, 75, -1
0, 76, -1
0, 77, 0.700844
0, 78, -1
0, 79, -1
0, 80, 0.388362
0, 81, 0.705275
0, 82, 0.36154
0, 83, 0.477649
0, 84, -1
0, 85, -1
0, 86, -1
0, 87, 0.111552
0, 88, -1
0, 89, -1
0, 90, -1
0, 91, 0.682974
0, 92, -1
0, 93, -1
0, 94, 0.0982065
0, 95, -1
0, 96, -0.0892901
0, 97, 0.968736
0, 98, 0.999989
0, 99, -1
1, 0, -1
1, 1, 0.999734
1, 2, -1
1, 3, -1
1, 4, -1
1, 5, 0.999745
1, 6, -1
1, 7, 0.522166
1, 8, -1
