1, 24.49
2, 27.5
3, 25.67
4, 33.89
5, 27.62
6, 26.38
7, 24.52
8, 34.98
9, 24.85
10, 29.21
11, 29.85
12, 30.86
13, 33.88
14, 29.18
15, 34.48
16, 27.55
17, 27.2
18, 23.47
19, 27.39
20, 26.86
21, 20.77
22, 27.8
23, 31.48
24, 29.18
25, 22.25
26, 26.6
27, 25.11
28, 21.05
29, 25.92
30, 20.93
31, 24.95
32, 24.86
33, 23.42
34, 23.48
35, 22.19
36, 26.13
37, 23.93
38, 24.82
39, 20.33
40, 26
41, 26.02
42, 24.91
43, 19.42
44, 26.13
45, 25.79
46, 22.26
47, 24.74
48, 24.67
49, 23.86
50, 27.96
51, 25.41
52, 27.02
53, 25.89
54, 26.69
55, 25.74
56, 23.2
57, 25.54
58, 26.3
59, 26.97
60, 28.91
61, 25.41
62, 26.74
63, 26.55
64, 26.73
65, 26.56
66, 26.24
67, 26.08
68, 27.43
69, 19.95
70, 24.44
71, 28.03
72, 26.77
73, 23.09
74, 27.8
75, 27.04
76, 26.47
77, 26.13
78, 25.9
79, 26.07
80, 26.16
81, 24.57
82, 25.72
83, 23.45
84, 25.57
85, 25.73
86, 25.38
87, 25.52
88, 27.99
89, 25.72
90, 25.3
91, 19.86
92, 26.46
93, 27.13
94, 25.25
95, 26.77
96, 26.97
97, 25.07
98, 25.34
99, 22.84
100, 26.43
101, 29.32
102, 28.77
103, 29.75
104, 29.27
105, 26.7
106, 28.23
107, 26.42
108, 28.12
109, 27.98
110, 27.63
111, 27.94
112, 26.17
113, 27.69
114, 25.66
115, 27.33
116, 27.71
117, 26.95
118, 27.2
119, 23.05
120, 27.49
121, 27.47
122, 27.7
123, 27.28
124, 27.7
125, 26.23
