1, 17.73
2, 20.25
3, 11.13
4, 11.04
5, 22.04
6, 24.71
7, 19.44
8, 26.21
9, 11.4
10, 28.47
11, 11.48
12, 15.54
13, 25.43
14, 20.97
15, 28.69
16, 28.55
17, 24.91
18, 28.11
19, 29.21
20, 27.43
21, 28.74
22, 20.73
23, 28.81
24, 20.94
25, 21.03
26, 29.19
27, 27.19
28, 22.65
29, 27.56
30, 32.31
31, 34.87
32, 36.88
33, 39.83
34, 27.2
35, 40.22
36, 42.3
37, 36.88
38, 44.15
39, 36.83
40, 36.34
41, 37.41
42, 45.3
43, 31.51
44, 40.67
45, 36.87
46, 44.93
47, 38.12
48, 40.75
49, 37.3
50, 35.94
51, 43.04
52, 36.66
53, 37.48
54, 50.71
55, 36.44
56, 33.3
57, 47.87
58, 36.89
59, 37.57
60, 43.95
61, 43.1
62, 45.19
63, 43.82
64, 50.34
65, 41.66
66, 42.64
67, 36.54
68, 44.58
69, 43.38
70, 51.52
71, 49.04
72, 51.27
73, 33.91
74, 55.12
75, 51.76
76, 51.54
77, 47.14
78, 36.94
79, 50.76
80, 45.95
81, 48.72
82, 52.52
83, 52.52
84, 52.38
85, 53.45
86, 55.37
87, 53.81
88, 41.53
89, 54.87
90, 54.95
91, 51.44
92, 57.67
93, 50.75
94, 52.99
95, 54.25
96, 54.65
97, 50.86
98, 51.44
99, 57.88
100, 56.67
101, 56.09
102, 51.06
103, 49.29
104, 52.25
105, 57.98
106, 50.6
107, 55.02
108, 53.53
109, 53.28
110, 42.99
111, 53.28
112, 56.57
113, 48.89
114, 52.3
115, 57.47
116, 56.35
117, 61.46
118, 52.41
119, 57.55
120, 45.86
121, 61.37
122, 59.67
123, 56.98
124, 58.24
125, 47.64
1, 47.64
2, 47.64
3, 47.64
4, 47.64
5, 47.64
6, 47.64
7, 47.64
8, 47.64
9, 47.64
10, 47.64
11, 47.64
12, 47.64
13, 47.64
14, 47.64
15, 47.64
16, 47.64
17, 47.64
18, 47.64
19, 47.64
20, 47.64
21, 47.64
22, 47.64
23, 47.64
24, 47.64
25, 47.64
26, 47.64
27, 47.64
28, 47.64
29, 47.64
30, 47.64
31, 47.64
32, 47.64
33, 47.64
34, 47.64
35, 47.64
36, 47.64
37, 47.64
38, 47.64
39, 47.64
40, 47.64
41, 47.64
42, 47.64
43, 47.64
44, 47.64
45, 47.64
46, 47.64
47, 47.64
48, 47.64
49, 47.64
50, 47.64
