1, 36.41
2, 39.62
3, 38.18
4, 54.18
5, 55.57
6, 47.89
7, 61.13
8, 65.36
9, 66.79
10, 68.21
11, 67.97
12, 68.57
13, 68.16
14, 71.38
15, 70.79
16, 65.76
17, 74.9
18, 73.41
19, 75.91
20, 65
21, 72.6
22, 73.87
23, 76.18
24, 73.76
25, 67.73
26, 75.1
27, 75.14
28, 76.67
29, 74.27
30, 74.98
31, 75.03
32, 75.17
33, 74.69
34, 74.23
35, 74.2
36, 74.57
37, 75.72
38, 75.3
39, 78.34
40, 75.51
41, 74.91
42, 76.71
43, 75.45
44, 76.17
45, 74.57
46, 85
47, 76.29
48, 75.06
49, 82.49
50, 76.15
51, 83.73
52, 82.85
53, 69.73
54, 76.76
55, 77.06
56, 78.34
57, 84.6
58, 79.07
59, 78.62
60, 85.8
61, 77.49
62, 77.71
63, 78.13
64, 72.06
65, 71.78
66, 78.43
67, 83.35
68, 85.2
69, 84.66
70, 84.39
71, 82.82
72, 83.97
73, 85.86
74, 84.75
75, 85.18
76, 84.18
77, 86.06
78, 86.93
79, 85.4
80, 83.49
81, 86.56
82, 84.24
83, 86.44
84, 87.27
85, 86.43
86, 85.59
87, 86.41
88, 86.32
89, 86.8
90, 87.6
91, 85.48
92, 87.7
93, 82.94
94, 86.2
95, 86.74
96, 88.13
97, 84.99
98, 87.28
99, 87.62
100, 86.71
101, 87.02
102, 87.71
103, 86.81
104, 88.76
105, 89.05
106, 87.96
107, 88.8
108, 83.51
109, 87.8
110, 87.29
111, 87.09
112, 87.11
113, 88.34
114, 88.78
115, 87.39
116, 86.16
117, 87.24
118, 86.63
119, 87.84
120, 86.87
121, 85.18
122, 86.67
123, 86.69
124, 88.66
125, 85.26
